Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ko03040	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1820457834	0	0	0	0.0805152979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5561631239	0	0	0	0	0	0	0	0.421283975	0	0	0	0	0	0.0797448166	0	0	0	0	0	0	0	0.4949208042	0	0.143546983	0	3.3284485187	0.4951529376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2820.8372852769	0	273.2483463586	0.1565808045	0.3328363134	46.9028439968	0	63.459498217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0793650794	0	0.0797448166	0	0.1884645387	0	0	0	0.0861474035	0	0.0793650794	0.1807661512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0350140056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03050	unclassified	0	0	0	0.1614594308	0	0	0	0	0	0	0	0	0	0	0.1954770105	0	0.1411129251	0.0886580996	0	0	0	0	0.105354734	0	0	0	0.2290731362	0	0	0	0	0	0	0	0	0	0	0	0.2324946537	0	0.1446636848	0.1808697534	0	0	0.1313684382	0.4880866648	0.591645678	0	0	0	0	0	0.2881503161	0	0.805146918	0	0.0993740563	0.2543091605	0.2874853181	0	0.1730539995	0	0.6132976686	0	0.1846873282	0	0	0	1.5536450908	0	0.3918799406	0	3.0274280144	0.1034251154	0.1405729334	0	0	0	0	0	0	0	0.0992583658	0	0	0	0	0	0.5182635285	0	3004.5084519876	0	300.5277286209	0	0.1506113709	48.1261008264	0	66.7283509673	0	0	0	0	0	0	0.1030542282	0	0.2050753366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7268767063	0	0	0	0.5603997309	0	0	0.1333827782	0	0	0.0938150503	0	0.3326792525	0	0.4154184569	0	0	0	0	0.1985083515	0.0656441616	0	0.203631969	0	0	0.1792191655	0	0	0	0	0.2541782979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207105241	0	0	0	0	0	0	0	0	0	0	0.4134151712
ko03060	unclassified	12.9322057625	7.166966935	10.6611680935	7.657933616	3.7297500785	5.434740212	12.9539770438	11.6138349508	19.5298707817	3.5274425472	3.9813508503	8.8937927457	26.8629262769	16.1352459192	15.9136166622	13.3675633683	15.203368263	7.7929781073	21.7336438403	3.9313915061	7.6174264561	61.7434193583	8.7905264871	0.3200352203	0.7449262513	0.5486974424	0.8111917318	17.5496276044	13.7008933988	20.9123587941	19.0268012571	25.1508201977	22.52395381	8.0737942715	5.6103703485	0	1.275588813	7.0728657618	13.6815556325	7.1083940948	8.6252955573	20.653996448	9.5007678294	10.4550978509	3.7662886608	24.4937735406	0	10.8172390196	1.6595980383	0	3.984173869	1.6948879897	0	25.7064428849	18.4080430049	19.4741214801	3.5936333858	4.7271014893	8.4496386787	3.8434667374	6.8696394138	18.9984154245	6.6171405754	15.3118329116	6.0172330529	29.4968743754	9.9918329546	4.9008907999	10.6662919924	14.2257057317	59.3652969716	15.2417289527	54.0088603347	20.3332275447	9.3405599917	12.3145608198	0.5327073545	3.9375123421	17.7037132005	0	68.5758189386	35.8115318498	21.2450809332	16.5136337842	24.6262082449	76.0632723277	6.4808956211	24.2058748902	0.5869535978	3.0516589187	2610.6927796897	0.8461972184	245.1185347102	3.845797302	0	38.698936014	48.1380182327	57.0676183045	31.7963000905	10.1958484985	29.6032375608	57.2102128289	32.3186751337	34.9831286168	14.8524969995	3.2512405708	5.7193128244	26.2593431275	14.7282893458	15.9332032302	55.832542504	30.7342875512	18.8166699375	20.4481159457	0	23.584487136	17.8545176957	28.0840407252	25.3646597019	18.5547254075	0	7.7644905928	6.6116218702	10.6773181006	2.2747692325	1.5787826014	10.4538648393	7.9599000517	0.8492085556	0	0.5152967726	10.6484092902	12.2660181318	3.0854740475	13.9558174845	1.8422603331	13.2286561565	9.5417401414	0	0	3.3041943636	5.3973120695	14.0810313325	5.0755844371	0	4.7858965641	8.6406926247	20.4770803528	9.0239937517	8.3253866102	9.9446403359	13.7303867662	7.0098467587	9.8769297028	5.2911180348	10.9360384963	3.7678709013	6.5053737536	58.9254487392	160.8277233492	9.356087968	12.9362685329	3.2817990893	3.2749433924	6.8231019652	23.321671491	9.9222376174	14.4186283457	17.1040987006	19.8136927869	25.2810392727	9.3876860618	6.726738998	3.0111422369	0	5.0994427861	0	5.8056619256	3.0807354586	0	7.6021441641	3.0472445347
ko03070	unclassified	7.2181482908	4.4256600152	6.0243910698	3.6491702077	2.2709375192	2.5386610431	7.2410288321	6.3467801915	13.2704748028	8.7776622703	4.7708901062	11.7635897156	11.3709101407	17.88854861	12.287920608	5.8321052933	3.0699055195	5.3528004597	14.2041158435	6.7594616513	5.999228219	174.2970281434	6.6541890874	0.1380247553	0.4193812184	0	0	8.6133127299	9.4393389419	15.0144641014	7.5616909936	9.6845525339	10.0421709423	5.1745989133	4.1639724766	0.2741999921	0.5504760202	14.0291372462	8.7560333526	9.5431381353	6.2536607541	11.8204105342	5.8925422992	6.689141449	2.1321852865	8.5379143041	10.7338350589	7.8061025981	1.0723819865	2.1947037208	3.6343870457	1.5910656528	11.8587005938	17.3412550474	9.5465676837	12.8670054554	2.1510019959	13.0723022433	4.1583233477	1.6866090553	3.0379936427	11.6863377651	3.445487431	7.4948705359	3.2896574356	10.9053250732	6.601827689	4.8058020591	6.716484548	10.3022981989	35.4991157348	9.6305491013	28.6895980634	13.881796718	5.9803550134	9.0655372446	2.8701158029	7.9456948599	11.61586452	0.1436306156	42.6820953462	14.978484127	11.8341807442	9.187803275	12.7849686348	41.3951897302	9.1701873748	13.5617112821	0	0	133.0721333976	0	0	0	0.8838339268	1.9587744708	15.939970297	4.9983734497	16.7687242415	8.4299522057	13.331410691	21.9283796945	12.755258952	24.0596736471	9.2423476839	4.0851528717	6.3566080044	9.5749851419	8.5796786503	12.1481860462	32.0993361963	19.9087775791	15.7131296594	14.8486627193	0.3923635753	16.4673189424	11.0998166262	12.6264713539	6.889010157	11.1667077007	18.2916854625	5.040858186	4.0273119708	5.4575412897	2.018785337	1.8305799926	5.4627113588	7.6296773629	7.4463386348	4.7287401017	0.3135848359	4.9392297433	9.2445436132	1.908201685	11.1794222267	0.5204452703	8.6631624316	9.0916109649	3.4276374621	39.0745536364	1.3869948132	47.2709419495	0	3.7831857568	6.0685894955	2.6368801133	67.8332655065	101.1003655806	5.2922732722	5.5369103282	5.7383190854	6.0563055005	4.686565955	5.5875297668	5.9708267724	8.2822738624	3.7989170704	6.2089896314	23.0751477248	40.3950880296	5.8450953245	6.7414664875	7.9231727271	5.2459734835	5.342658048	13.4849629377	7.2016457608	9.7136576783	15.041772113	32.7960464664	16.4859945962	7.9744616003	6.0308931043	7.7569019813	15.0214660178	3.4451103837	3.9814844331	4.6282320634	16.2498463381	11.0899442185	5.1006459772	1.8456530554
ko03320	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8150733284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121546066	0.6633958064	0	0	0	0	0	0	0	0	1.8387803377	0	0	0	0	0	0	0	0.9575197844	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5183981213	0	0	0	3.4385954821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048.8649692372	0	102.6382272164	0	0	14.8912415953	0	26.5497764605	0	0	0	0	1.6381925873	0	0	0	0.690707103	0	0	0	0	0	0	0.9980220222	0.0333994003	0	0	0	1.2138321985	0	0	0	0	0.1312221697	0.1344942815	0.0083451409	0	0	0	0	0.010875523	0	0	0.0629765825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03410	unclassified	3.4395619906	6.5941165353	0.5677494927	0.7338128928	1.5512135519	0	5.6844649655	0.4720943466	2.1791102959	2.3254513479	4.1219927131	9.3016410455	30.0501830742	26.1239316925	8.8175910524	3.7827010786	4.1313474437	5.5393607024	7.9627019733	5.0408176289	4.2285142804	59.2935215551	3.7799196464	0.3486936113	0.0427292171	0.1250524362	0.2001853895	1.3162046136	1.6527397544	10.8612256322	13.4399600547	15.5562999735	19.6828286797	5.7586658133	5.2585217559	0	0.6604565265	5.510681267	11.8801508592	6.7399204022	5.1604007115	11.3393622106	2.9008850891	5.2835489161	1.2938554001	10.9316891556	4.3022597282	6.7571673651	5.7445901279	3.9028575621	2.2811114573	3.1289378596	7.8004139653	3.4476445256	9.6029701052	3.2514016186	1.9452972894	1.2861131742	2.9474180686	1.902357351	4.6443021977	4.1178838521	4.3542361094	8.1027352975	2.6909285959	14.659475199	14.6988223917	8.0019894146	1.8238663923	8.7533482648	4.7992261338	11.0312314738	12.5436566978	6.8541169624	15.8553956046	24.1540533398	2.2292464278	6.1225927252	21.9910460148	0.6417040251	12.6289674429	19.5549074987	15.4840548147	11.7534269444	15.3397779441	22.3809327739	8.8636306198	14.0542433478	0.4952810682	0.2756118142	1806.8422443007	2.5323681575	170.7835930487	3.1453284024	0.6084411789	28.0269380043	8.8771545604	45.0142118648	9.7592250326	8.65661557	7.3751407397	18.3221808528	13.5479749785	34.356927258	5.8836422306	134.4072647564	113.4203997784	14.7577284273	4.2720698247	22.0736388375	16.272356541	11.8380563856	9.6690042271	3.991344809	5.5242286438	9.0087780948	38.8701961456	13.72232692	29.9204104694	35.8539519405	51.13046278	8.3068694005	7.5166664375	1.6621807584	3.3857644315	3.0780333289	7.167049173	6.580841326	2.3300336677	4.8353053433	7.327817891	12.5370613728	15.6542109147	7.7085025894	14.0600152312	3.2185713257	16.2494920027	15.6164716341	0	9.3549201827	2.0823219553	14.7897480407	6.9687830039	5.910645229	10.4518132891	8.3134435808	20.5594722946	25.6894620738	11.332386903	6.68921288	13.698545797	6.7538014279	7.6876179286	7.3520258861	13.9985093268	7.3152195683	11.1756084274	6.8666981817	29.369063593	119.7990407368	5.7818526997	13.1802383968	4.2925662564	6.0472385478	6.0180063447	15.0752521019	9.6680797465	16.7057017089	19.2509588052	23.8278170364	28.823278471	6.5387959902	4.0422246914	1.6672791092	1.128908431	12.4567200695	13.5468474042	24.7595651381	3.2701765931	15.6446943448	9.7836116976	4.2896583693
ko03420	unclassified	3.4710104652	2.9969850069	2.4438781384	7.550428122	3.9536924885	3.897032938	7.6056706186	3.3649687071	0	1.7889774341	2.7124852338	5.4220459525	10.6364498098	7.1704068227	8.6609414936	8.8173564607	1.6708269551	5.6013907782	17.7458908517	3.8783666181	9.8246577128	48.4335331253	56.2008870567	0	0.2151095744	0.2291982117	0.3360963081	26.5400297543	50.6620527927	30.6052891553	13.2298365744	14.1031869413	18.7599016452	2.5240794558	1.3074022236	0.072469374	0	4.0396904987	7.5186682121	6.6562073623	4.8489663462	8.5551469507	3.5226010029	5.9027552408	1.839450705	6.09248951	6.524634847	7.1638489513	4.5262240005	8.7086167697	3.2005247238	5.6834901703	7.2003507277	12.9414069935	12.0211661514	9.9872255837	2.5717427687	0.6192647269	3.9563465539	5.5536133078	7.0761755893	15.411257839	3.7496252105	12.4408806543	2.8913581846	10.5801180809	15.3983562448	10.4447427242	17.9487481274	11.7636470468	6.6714958093	14.6884707868	16.5677647643	8.3177400028	13.9134874049	13.3639268856	1.9071232536	6.436150454	11.8724174811	0.2382347723	17.6909700823	16.9543387924	19.2523368405	13.4941700238	15.2554183349	16.490170663	6.5841845365	14.1239543926	0.8094094937	2.3571315962	3064.3850313182	1.2753266913	303.1719255469	2.8809651178	1.0312543917	46.860185345	13.5597619671	67.3501921104	9.6596350845	34.2947349293	8.7711592336	18.5242934992	16.180168298	28.9038300058	7.9957527714	111.7570279956	89.6552853708	15.9232036368	9.8455748365	14.8127308355	32.3816164956	10.9521714904	11.7416301136	9.8327313384	0	11.727661697	6.0183533623	16.4230287178	22.7569259268	3.3037651129	2.8500421357	2.2226454745	5.0729148363	4.1835639672	0.9353187014	1.8043815472	5.097379123	7.1134549539	0.1975025935	5.965065307	0.9015131807	4.7195473839	6.8609249181	0.7747801364	13.8463683239	1.4286088996	10.0827680444	13.8750940232	0	0.9961123385	0.48704332	3.7287632995	7.9067877477	2.0570692904	10.9377061694	4.8863474904	4.5899429552	3.0295551883	9.285891736	4.0425857178	11.4176495112	2.9261188349	4.8852137211	3.8129971465	13.5281877339	3.7528114965	5.2907955315	2.0621427714	22.7736057493	96.7452247548	6.9898977655	9.0469053861	4.3639809191	5.6033451035	4.5206383381	16.3079234546	7.2064784133	13.0698028863	14.0889756013	24.1661586048	17.3176311623	12.1000600663	3.3605679673	5.4096547056	4.4727728225	1.6541593321	3.2191898198	2.2925698293	2.0116170957	8.0323394447	6.4393858517	1.9645476181
ko03430	unclassified	23.2716893927	25.0309365943	26.4250853307	19.6748879435	35.2165424738	0	22.3077821019	52.4902593501	3.12887001	4.2515767265	36.0924359418	8.6027663539	31.490616434	25.6912353863	50.4027938659	7.6635711586	101.1634340083	62.7194929179	15.0146106537	80.5285820013	14.0718111518	134.7525554629	59.0474442103	1.0270111644	0.6636241487	30.5069944837	0.6802584205	22.7427247405	49.9551139782	36.4131436013	34.4785417962	34.1900295182	36.9340220123	0.5355684778	5.9676423381	0.2198651346	0.7206682589	7.1486661567	16.3820261282	8.2634495653	7.9832566539	19.5585588328	11.1454523175	12.5969064067	73.1514307334	29.1183850787	4.565299617	11.2701114193	31.3811291019	307.9056714476	5.3937165942	37.2523616759	12.4594408871	12.2401289368	139.5606496465	17.3152934256	1.9845879916	45.7877719566	3.6183507515	2.184673046	6.043011978	93.6846965048	4.9431343039	36.6467374818	9.5115308397	53.5388165406	25.5329756567	37.3727983435	121.9868339893	75.2371191358	43.6424100413	53.0171319908	62.1201607378	34.9770992704	19.8533657901	19.7681387514	6.3677092059	7.7981882077	30.0224096482	1.355461684	66.5928911885	43.2202540329	40.0103172857	31.5569246572	36.98042634	71.2940435123	11.2668325211	36.3280171345	3.3262003783	3.8356293961	1755.1629703586	5.9104247777	169.8164412561	6.5564785836	3.0377564083	26.388899149	11.3417747535	43.870176341	12.4483630119	39.5100648482	11.1765163609	24.6385827144	22.5495466477	54.2842214928	15.6731283097	123.1568343244	102.6256213294	33.0036736536	23.4159319374	30.9494194207	54.8999666323	25.1399546652	13.755687684	12.4360249384	0.8699393551	22.2881339739	13.3939633009	27.1071150821	28.0055825014	10.8981113285	6.3266103236	10.282502617	58.25810846	13.5983546366	35.586129547	95.1278268199	85.5574788339	11.1510222931	4.5525879944	9.0592699603	2.2776425554	16.9295537741	14.7566029693	23.6086012389	20.5976724434	17.8253198329	19.5873985335	14.2381194255	0	7.1748125782	1.0479110291	13.0572262529	15.2548827515	18.2953306718	12.4159945776	4.4200041088	20.9449214887	29.8630663845	13.4329384562	12.0868519795	16.3179770278	20.2134006093	9.1865028492	16.4750192024	15.5179172577	19.6723549925	9.5225137704	13.379013585	68.7156720671	149.1101812946	9.7308167175	21.9886849126	19.6451386877	16.9297283614	17.2825759328	42.7877558318	17.6255026851	30.0543584572	62.0241106796	123.602370336	47.447443266	22.3217019949	31.3778835759	3.5855089542	14.9470189952	49.6660986094	66.3880619741	45.3669481258	79.9161697878	22.3457093274	16.1474051517	44.930167591
ko03440	unclassified	24.4731490432	25.5155460523	30.7568267782	13.636946016	30.885049498	6.8789327933	19.2179884973	35.3898774061	1.3341070243	5.0629849516	33.7033556164	7.980004766	47.0080893709	25.8352819221	26.3510600652	7.136316243	72.3828700367	49.0727586783	17.913729988	59.8933850316	10.3548693125	117.7460629526	7.3607471039	0.6714780321	0	23.081566086	0.1819058025	11.594058307	15.988847042	24.5950078282	36.0947129797	32.3387010227	31.3915238568	7.4973691368	11.3950127116	0	0.1278469479	77.6117692671	22.9359799523	13.9886080976	11.598740892	18.6525832291	11.1615508658	11.5666475463	57.5860668741	33.3569235027	25.1506761566	16.4563089611	27.6514744234	236.1490333002	5.6210106573	25.107576121	12.9818151827	12.3546910552	99.5399864347	17.8582540463	3.6984013378	36.5285386313	5.7293408919	2.6095019323	4.1023743027	71.9154212873	7.1373221118	24.5645833218	5.2100508779	38.0519016304	18.253556435	34.2469461209	93.8608649087	60.5464827883	59.6926514899	51.3671221402	65.3972599015	35.6202150547	14.6187517901	14.5777708418	5.4638072208	12.3049906155	43.4808359079	0.8767959029	79.1254793878	41.5658991981	27.24154179	20.4572985923	45.5159493726	82.4286164726	18.888834009	26.315728637	2.0840875693	2.752002674	1594.1127833686	5.0395095151	159.2444129201	8.3980821031	2.927789586	26.627632968	13.9662334325	40.0023518723	9.6112276164	28.1113121367	11.642692514	24.9082578972	18.6681399848	55.7979931287	13.3693305635	13.1132087482	12.2015899152	27.937818987	16.2930068319	27.8975450809	57.3496788111	18.1391579252	13.2682927061	13.1880461567	0	29.4515052234	35.7710254236	42.3354414481	31.2221064005	42.3997674546	59.9357293225	9.7804286585	44.0797624013	14.9728300186	27.5689714425	67.8056443083	62.9699946043	27.2766323343	5.5930898967	32.1210402629	1.7833835536	18.6841755573	26.0661921441	5.9677202439	35.3976801168	16.0855641423	45.4121137831	23.0152180028	0.5767816091	9.4600822852	262.5105781012	17.8339233913	204.5166230375	12.5810621254	22.5380694304	189.7823949964	22.2429809276	30.9842376623	53.1004267387	23.5676114474	100.1794472973	16.967313306	19.4923231978	15.0969076705	25.2650688894	15.2182856546	18.5684126275	14.1450527677	66.4923128097	169.4977166647	86.5142492919	17.9893017183	6.4961147083	10.6322416546	9.7628735286	42.0816634488	21.3285102554	37.4886280576	61.6898292213	109.8160190809	54.0123991448	19.2193366626	26.6277294743	7.4510769144	27.1631821054	49.424442997	52.3720958632	34.1178014625	54.7954247376	31.8082692363	17.1662288601	33.0879517076
ko03450	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2041550104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1902412088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9797431715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1960.4286905856	0	190.2354082809	0	0	29.8704783445	0	41.9052294264	0	0	0	2.1126494692	2.5279228999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7387376048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3749307457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04010	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3666440489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442.5677708369	0	43.740534619	0	0	7.3940862611	0	10.4645820194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227873485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04011	unclassified	0	0	0.3558718861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5401751498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.035848365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5846598754	0	3.2389108503	0	7.7185741455	2.0017434647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5793101042	0	2948.8508406062	0	277.5086444512	0	0	47.4891402331	0	66.9325564631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04080	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4474672678	0	1.5626324927	0	0	0.1817461554	0.0626909201	0.3375818736	0	0	0	0.0549462642	0.1729122791	0	0	0	0	0.1490932499	0.104127184	0	0.0669706659	0	0.024055747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055409806	0	0	0	0	0	0	0	0	0	0	0	0.0441031002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04110	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.5066986327	0	0	0	0	0	0	0	0.1163438243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04111	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587833566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6886860472	0	0	0	0	0	0	0	0.2594709269	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5697079664	0	0.2763575626	0	4.5226421671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3205582851	0	2927.6764356951	0	288.0280039379	0	0	48.133483194	0	67.6627372877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0320944481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
