Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00287	unclassified	4.03639e-07	2.68071e-07	3.59394e-07	7.23107e-08	0	0	3.8127e-07	0	0	1.36505e-07	3.08808e-07	9.32594e-07	3.10137e-07	1.37804e-07	0	0	5.358e-07	2.86291e-07	0	1.0498e-06	7.4043e-08	0	0	0	0	0	0	0	0	0	1.03514e-06	1.04585e-07	1.72909e-07	0	0	0	0	0	1.17984e-06	1.5613e-06	3.8914e-07	1.60326e-07	4.0235e-07	3.3695e-07	2.99232e-07	6.41842e-07	9.72152e-08	5.21053e-07	4.62456e-08	1.85596e-07	0	0	0	0	1.39124e-07	0	3.61657e-07	2.14084e-07	2.47321e-07	1.98781e-07	0	0	3.74409e-07	5.11491e-07	4.0195e-06	3.53028e-07	4.88068e-07	1.62589e-07	1.31634e-07	0	1.54698e-05	2.88815e-07	1.29708e-05	2.67802e-06	3.43804e-07	0	5.03977e-07	3.2405e-07	0	0	0	0	0	0	1.94994e-07	3.60629e-07	1.54592e-07	0	0	0	0	0	0	0	0	0	0	0	0	4.16426e-07	0	9.47012e-08	0	0	1.78354e-07	9.73834e-07	3.12183e-06	1.49044e-07	0	0	0	0	0	0	0	1.5837e-06	0	1.38573e-07	0	0	0	0	4.89852e-07	0	0	0	0	2.55976e-07	0	0	0	1.09277e-06	2.14454e-07	0	1.4065e-07	2.02894e-06	0	0	0	0	0	0	4.40014e-08	7.22471e-08	2.43368e-07	3.35122e-07	0	0	2.68569e-06	1.82847e-07	0	2.85628e-07	2.06404e-07	0	0	8.34593e-07	1.29432e-06	3.87453e-08	2.21781e-08	2.02009e-07	3.76116e-07	2.10301e-07	2.04731e-07	3.37528e-07	2.65066e-07	2.37193e-07	1.35558e-07	0	0	4.40941e-07	3.11509e-07	1.07854e-06	3.72652e-07	1.03905e-07	0	1.50157e-07	2.29583e-07	3.2731e-07	3.77161e-07	3.83733e-07	1.06113e-07	2.05563e-07
M00288	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28631e-07	0	0	0	2.82137e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000272041	0	6.19166e-05	0	0	4.99422e-06	0	9.73466e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00289	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590737	0	0.000120673	0	0	1.14386e-05	0	1.57672e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00290	unclassified	0	0	0	9.17858e-08	9.40525e-08	0	0	0	0	0	0	1.78336e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86567e-07	0	0	0	2.24188e-07	1.60512e-07	0	0	1.0924e-07	0	0	0	0	4.77594e-08	0	0	0	0	0	0	0	0	0	0	0	0	9.44048e-08	0	0	0	4.09836e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000278714	0	6.32921e-05	0	5.48185e-08	6.86912e-06	0	9.99534e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1156e-07	0	1.34264e-07	0	0	0	2.5595e-08	0	0	0	0	2.04359e-07	0	0	0	0	0	0	0	0	0	0	0	0	7.29566e-08	0	2.64563e-07	0	0	0	0	0	0	0	0	0	0	0	1.3011e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00291	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250407	0	5.28678e-05	0	0	6.31547e-06	0	8.06781e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00292	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250407	0	5.28678e-05	0	0	6.31547e-06	0	8.06781e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00293	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43186e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024213	0	5.43599e-05	0	0	5.00162e-06	0	8.14361e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00295	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35963e-08	0	0	0	0	0	0	0	4.11018e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99043e-08	0	0	0	5.42405e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45121e-07	0	0.000386484	0	8.25694e-05	0	0	8.26366e-06	0	1.15914e-05	0	0	0	0	0	0	0	0	2.08057e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62579e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00296	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08449e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31893e-05	0	2.20467e-05	0	0	2.08366e-06	0	3.28645e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.35162e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00297	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6962e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298427	0	6.17083e-05	0	0	6.5271e-06	0	1.02053e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00298	unclassified	0	5.36433e-06	0	0	4.44657e-06	0	4.76179e-06	1.00603e-05	0	0	0	0	0	0	2.13127e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57938e-07	0	0	0	0	0	0	0	0	0	4.69607e-07	0	0	2.55342e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66097e-07	0	0	0	0	0	9.63485e-07	0	0	0	0	0	0	2.80687e-05	0	1.51824e-05	1.61281e-05	0	6.20505e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27952e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66883e-07	0	0	0	1.5473e-06	8.96586e-07	0	0	1.48632e-06	0	1.1672e-06	2.93716e-06	0	0	0	1.6725e-06	0	1.63518e-05	0	0	2.91593e-07	0	0	2.71438e-07	6.80726e-06	6.06521e-07	0	0	2.28781e-05	0	1.55535e-05	0	5.46758e-06	0	0	1.25921e-05	2.88563e-06	0	0	0	4.88684e-06	0	0	0	5.8011e-06	0	0	0	4.83439e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21385e-06	1.65587e-05	0	1.0015e-05	0	3.88988e-06
M00299	unclassified	1.60064e-06	2.06162e-06	2.99756e-06	1.96109e-06	1.14405e-06	4.03246e-07	1.82104e-06	0	3.95406e-06	5.08503e-07	7.93489e-08	0	3.88207e-06	1.10426e-05	9.74262e-06	2.95315e-06	1.06426e-06	2.32217e-06	8.50508e-06	1.55691e-07	3.5597e-06	1.72956e-05	4.59825e-06	2.09688e-07	0	1.60271e-07	0	4.80103e-06	1.96459e-06	7.10624e-06	2.19665e-05	1.21259e-05	1.51754e-05	8.89108e-06	1.03632e-05	1.07058e-07	0	1.01058e-06	1.74408e-06	4.02105e-06	7.02186e-07	6.81684e-07	1.38224e-06	2.15833e-06	5.59511e-07	5.13635e-06	8.33895e-06	3.98626e-06	3.97936e-07	9.00993e-08	2.32842e-06	1.27337e-07	9.64715e-07	4.46887e-06	1.09134e-06	3.81699e-06	1.39065e-07	3.31824e-06	1.89775e-07	8.01055e-07	0	3.02209e-06	2.90494e-07	2.23845e-06	1.22776e-06	2.04726e-06	1.77753e-05	6.92225e-06	9.95847e-07	8.89591e-06	1.70066e-06	7.05394e-06	3.34558e-06	6.91837e-07	2.13661e-05	4.56632e-05	4.80623e-07	5.81555e-08	1.62658e-05	0	8.14421e-06	1.21683e-05	1.14199e-05	1.18017e-05	1.17845e-05	1.19327e-05	4.58425e-06	1.09743e-05	0	0	9.5018e-07	0	0	1.47045e-06	1.41467e-07	8.70058e-07	2.97645e-06	1.18595e-06	0	7.64566e-07	2.21295e-07	1.30616e-06	2.1143e-06	2.62015e-05	1.8514e-06	2.22486e-06	1.25525e-06	1.8198e-06	2.4229e-06	6.57132e-06	2.99187e-06	5.39547e-07	4.5358e-07	1.26203e-06	0	1.03438e-06	2.84938e-05	7.27365e-06	2.29514e-05	4.64009e-05	6.49638e-05	6.40924e-06	1.88257e-06	6.41674e-07	6.62169e-07	6.00124e-07	0	1.00822e-05	2.04974e-07	5.63762e-06	1.74331e-07	1.45318e-06	7.48717e-06	9.32675e-07	9.11641e-06	4.07303e-07	8.56282e-06	6.00987e-06	0	0	0	5.69595e-07	3.2802e-06	1.0441e-07	8.13567e-06	5.84006e-07	4.00443e-07	2.17693e-07	5.00525e-07	2.02005e-06	1.72408e-06	3.1108e-06	3.17606e-06	1.39141e-06	1.46258e-06	5.62404e-06	7.47253e-06	2.26901e-07	5.36914e-06	3.36988e-05	2.54354e-06	4.95724e-06	2.00808e-06	3.75056e-06	2.67648e-06	1.44039e-05	9.89938e-06	1.93163e-05	1.33966e-05	1.3279e-05	2.3873e-05	7.27754e-06	5.50106e-06	5.61127e-07	1.61568e-06	2.42549e-06	2.35553e-06	5.83223e-06	3.1428e-07	1.83126e-05	5.34541e-06	4.01866e-06
M00300	unclassified	9.30606e-07	4.23681e-07	2.46953e-07	0	9.10769e-08	0	1.06069e-06	0	0	3.69129e-07	1.28349e-07	0	2.68055e-07	2.20095e-07	3.1372e-07	0	3.92115e-07	1.2658e-06	0	1.16034e-07	4.02386e-07	5.10474e-07	0	0	0	0	0	0	0	0	1.2705e-07	8.70074e-08	1.00961e-07	0	0	0	0	0	1.38231e-07	2.82015e-07	0	3.22806e-06	1.53776e-06	1.91511e-07	7.90749e-08	1.60751e-06	1.00315e-07	1.22369e-07	2.34401e-07	1.20166e-07	0	0	0	0	0	0	2.42786e-07	1.95019e-07	1.3309e-07	1.01695e-07	0	0	2.04951e-07	1.58947e-07	1.20544e-07	1.69406e-07	2.33257e-07	7.46215e-07	5.86431e-08	0	1.13467e-07	2.94198e-07	6.20062e-07	1.56224e-07	0	0	2.40562e-07	1.09491e-07	0	0	0	1.80996e-07	4.78335e-07	6.82648e-08	0	3.46017e-07	4.71764e-07	0	0	0	0	0	0	0	0	0	1.04719e-07	0	0	3.99282e-07	0	0	4.42575e-08	0	1.9133e-07	5.72547e-07	5.0109e-07	2.4378e-07	0	0	0	0	0	7.58472e-08	0	1.60629e-07	0	1.41648e-07	0	0	0	1.84756e-07	5.32432e-07	0	6.19626e-08	1.11563e-06	0	2.72766e-07	0	0	2.24864e-06	1.0621e-06	3.27174e-07	2.37825e-06	1.17392e-07	3.09216e-06	2.52275e-07	0	0	4.62263e-07	0	6.76138e-07	2.79113e-06	3.95612e-07	1.57294e-07	6.72039e-07	7.96879e-07	9.73348e-07	2.97112e-07	3.55545e-07	0	0	2.80949e-07	0	3.59509e-07	1.18998e-06	4.2874e-07	0	5.84416e-07	1.67578e-06	3.35719e-07	3.36307e-06	3.92159e-07	1.14517e-06	0	0	0	0	0	7.43524e-08	1.96487e-07	2.10943e-07	7.16617e-07	5.49462e-07	0	0	1.77894e-07	2.89465e-07	5.15069e-08	4.61943e-07	8.51733e-08	2.16735e-07
M00303	unclassified	6.37051e-07	3.33753e-07	3.90731e-07	3.20943e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	4.296e-07	0	4.72187e-07	0	0	0	0	0	0	0	0	0	0	1.88839e-07	4.05281e-07	5.54662e-07	0	0	0	0	0	0	0	0	0	0	3.95838e-07	0	0	0	0	3.61732e-07	3.05042e-07	0	8.56124e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16997e-07	1.95315e-07	0	0	0	0	0	0	4.55042e-07	1.80601e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02435e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72878e-06	0	3.59108e-06	1.89694e-06	0	2.48535e-07	0	0	0	2.64842e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29756e-07	1.90186e-06	0	0	0	0	2.29489e-07	2.27915e-07	0	1.37125e-07	0	4.84506e-07	1.92914e-07	1.47238e-06	0	4.25833e-07	4.87037e-07	1.4868e-07	0	0	0	0	2.27908e-07	3.42306e-07	2.32671e-07	0	0	5.81351e-07	3.57855e-07	0	3.07094e-07	3.82312e-07	0	0
M00304	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52781e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00305	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07937e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28982e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88519e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58386e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.28794e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90658e-07	0	0	0
M00306	unclassified	1.3905e-06	7.16019e-07	8.93383e-08	0	3.5111e-07	0	6.07507e-07	0	0	6.80054e-07	5.13276e-07	7.20473e-07	2.29678e-07	1.02399e-06	8.27748e-08	6.22695e-08	7.44182e-07	1.05232e-06	0	6.32495e-07	2.07704e-07	8.43829e-06	0	0	0	0	0	0	0	0	4.98605e-07	2.7454e-07	7.96641e-07	0	0	0	0	0	5.66027e-06	3.0829e-06	2.46126e-06	2.16103e-06	2.08321e-06	4.99255e-07	0	3.15882e-06	1.14045e-07	4.14431e-07	1.08957e-06	5.40869e-07	0	1.5826e-06	2.02e-06	3.3101e-06	0	1.48431e-05	2.33685e-07	4.07689e-07	2.51707e-07	1.42169e-07	0	3.20359e-06	6.83869e-07	1.73648e-07	0	0	6.89905e-07	2.27849e-06	2.77663e-07	2.56671e-07	0	6.00271e-07	3.83346e-07	1.78253e-07	3.04451e-07	7.73888e-08	5.2637e-07	2.23647e-07	0	0	0	0	0	0	3.40776e-07	5.98126e-07	3.18621e-06	0	0	0	0	0	0	0	0	0	1.57763e-06	7.11887e-06	0	3.26949e-06	0	4.00601e-07	0	1.66084e-06	6.33567e-08	3.33825e-06	2.68503e-06	2.505e-07	0	1.53239e-06	0	1.89844e-06	1.13792e-06	0	0	1.77215e-07	0	6.46675e-07	0	0	0	1.95116e-07	1.96662e-06	0	5.31152e-06	1.61698e-06	0	4.43677e-07	0	0	2.76317e-06	1.3458e-05	1.8775e-06	2.73239e-06	1.15195e-07	2.81158e-06	2.63687e-07	0	0	5.3657e-07	0	1.95005e-06	1.74835e-06	7.47692e-07	1.18454e-07	3.68617e-07	1.08496e-06	1.38e-06	5.76557e-07	1.18438e-05	0	7.51816e-07	0	1.54749e-05	1.64347e-07	6.26498e-07	2.50465e-07	1.10499e-07	5.28813e-06	1.63912e-06	7.34349e-07	3.65145e-06	5.28887e-07	9.93233e-07	8.14657e-07	3.26101e-07	1.04904e-06	0	1.37975e-06	1.57257e-06	4.58684e-07	8.08362e-07	8.64695e-07	5.4418e-07	0	9.49228e-07	1.08406e-06	1.43526e-06	7.72473e-07	7.66422e-07	1.14164e-07	2.4752e-07
M00307	unclassified	3.90913e-06	1.50744e-07	2.47669e-06	1.13699e-07	7.45697e-08	0	1.68737e-06	3.16317e-06	0	4.19499e-07	7.80197e-07	3.64005e-07	9.03925e-07	2.08642e-06	3.93151e-06	0	9.19714e-07	1.23079e-06	0	4.55732e-07	2.74724e-07	9.21414e-06	0	0	0	0	0	0	1.12342e-07	0	4.27425e-07	5.02227e-07	3.26767e-07	0	0	0	0	0	1.75191e-07	0	1.29216e-06	1.11675e-06	9.52801e-07	2.14542e-06	1.36673e-07	8.75655e-07	1.6429e-07	4.80931e-07	1.21663e-07	4.10297e-08	2.68952e-07	6.82504e-08	7.29643e-07	1.36959e-06	2.90053e-06	3.05996e-06	1.61324e-06	1.40112e-07	1.54494e-06	6.52634e-07	1.03989e-06	0	2.55135e-06	0	9.44548e-07	8.36038e-08	8.52301e-06	8.24611e-07	6.69841e-07	5.36666e-07	3.67684e-07	1.72952e-06	2.75091e-07	2.54468e-07	1.50013e-06	1.77231e-06	2.92495e-07	1.57864e-07	7.20961e-06	0	3.83027e-06	1.6422e-06	1.79604e-06	1.09295e-06	8.61158e-06	1.59412e-06	0	1.67774e-06	1.18229e-06	2.18987e-07	0.000119991	0	2.66341e-05	2.29395e-07	4.05259e-07	2.3217e-06	3.02172e-07	4.09932e-06	1.90374e-07	0	5.78406e-07	1.67746e-07	0	0	4.30526e-06	2.36765e-07	1.81398e-07	1.15333e-07	0	4.68219e-06	0	0	0	0	0	8.69695e-07	0	6.16413e-06	0	0	0	3.23055e-06	2.60531e-06	2.54202e-06	9.20517e-07	6.87716e-07	2.7092e-06	9.76288e-06	1.08553e-07	1.7233e-05	2.7845e-07	4.16356e-07	7.37686e-06	0	1.01341e-05	2.22779e-07	2.07758e-05	0	0	1.3562e-07	0	3.01612e-07	4.29426e-07	1.80786e-07	9.06009e-06	0	3.14631e-07	2.80365e-07	0	6.19429e-07	0	7.20896e-07	7.54731e-06	3.28423e-07	1.31638e-06	1.02998e-06	1.97653e-06	4.61047e-08	7.50944e-07	4.52703e-05	8.12393e-07	6.32768e-06	1.93566e-06	8.33849e-07	1.85999e-06	2.01066e-06	6.67438e-07	6.48422e-06	3.90459e-06	4.67214e-06	2.56417e-06	3.50339e-07	1.87436e-07	2.12337e-06	3.90139e-06	4.04295e-07	1.7005e-07	0	2.20726e-07	1.32348e-06	0	8.02932e-07
M00308	unclassified	0	2.99644e-07	3.08059e-07	0	0	0	2.75523e-07	0	0	9.7641e-07	4.26723e-06	6.60955e-06	4.3977e-06	5.05657e-06	2.52055e-06	2.52938e-06	1.28817e-07	5.36364e-07	4.21017e-06	0	3.14143e-06	0	0	0	0	0	0	0	0	0	1.17248e-05	1.02071e-05	9.37079e-06	0	5.4535e-07	0	0	3.1948e-06	7.06013e-06	8.50442e-07	1.64863e-06	7.28986e-06	1.19843e-05	3.48774e-06	0	0	5.46784e-07	9.73964e-07	7.93105e-08	1.22801e-07	0	1.57041e-07	4.97294e-07	1.28063e-06	0	2.84847e-06	9.13447e-07	8.82501e-08	1.37414e-06	2.58301e-06	1.4994e-05	1.48368e-06	2.71741e-07	3.13674e-06	3.68607e-06	4.22025e-06	4.34999e-07	1.05835e-06	3.6924e-07	0	2.22812e-05	1.75704e-05	3.3722e-05	9.51959e-06	2.31366e-05	4.15514e-05	3.31751e-06	4.56219e-06	6.63006e-06	0	6.67776e-06	1.26041e-05	4.15079e-06	6.27206e-06	1.09195e-05	1.38701e-05	3.25274e-06	6.04205e-06	0	0	0	0	0	0	0	0	0	2.5721e-07	0	5.13218e-07	0	2.75482e-07	0	6.90491e-05	1.09367e-05	3.53074e-07	5.76087e-07	2.03002e-07	1.87103e-06	1.20056e-05	7.06164e-05	1.98701e-05	7.80259e-06	0	0	1.84325e-05	1.69473e-05	4.7893e-06	0	0	6.29831e-06	0	5.71837e-07	0	2.93906e-07	7.78958e-07	0	1.33845e-05	0	1.28605e-05	1.80782e-06	1.82988e-06	8.66636e-06	1.2956e-06	5.84385e-06	2.39148e-06	9.4811e-06	5.58477e-06	3.0143e-07	0	2.55792e-07	0	1.35434e-06	1.30543e-05	5.83668e-06	5.71245e-07	0	0	4.09909e-06	2.00007e-06	5.64253e-06	1.8415e-05	4.2331e-06	2.4668e-06	3.46791e-06	1.98881e-05	1.40726e-06	4.5995e-06	1.0453e-06	4.37255e-05	2.57126e-06	7.44008e-06	2.42881e-06	1.91096e-06	1.51803e-06	1.29303e-05	0	7.52076e-06	4.10931e-06	6.87837e-06	6.91609e-06	3.29027e-06	3.20736e-06	9.01162e-06	1.92522e-05	0	0	1.7861e-07	1.18638e-07	0	0	1.7829e-07
