Pathway	Kingdom	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00078	k__Bacteria	0	0	0	0	0	0	0	3.8541105732	0	0	0	0	0	0	0	12.843006391	26.7287203561	0.7696881794	1.061672692	0	1.070950353	0	46.1172046551	0	0	0	0	26.2399938817	23.2519087897	63.7057243846	19.6026840818	35.4800232697	2.0670176924	102.3060393812	71.2733478794	0	0	0	6.0922655161	0	15.8939229845	3.9758449587	6.7431269827	18.5099230998	3.8180358314	0	0	0	0	0	0	0	0	0	0	2.08903387	0	0	0	0	0	0	0	0	0	0	13.8843140656	6.3943248207	1.3365337597	5.7807757744	1.4434249889	30.8475152247	5.544920871	3.1715304561	0	0	0	0	2.5225894008	0	27.3002380519	31.128341776	24.606525859	11.6391584812	27.7606281575	60.9785587915	4.9923199537	35.9918035323	0	0	0	0	0	0	0	0	16.5936788173	0	22.1789496577	18.5101785452	62.9816126806	12.279273921	141.5258447264	0	0	0	0	6.268284564	122.2103646377	0	1.0851260767	0	0	0	33.5930336676	0	15.037211193	0	0	14.0530847253	7.3543207508	54.513689541	0	0	0	0	0	99.7850055997	0	137.855134507	0	0	19.9607009843	0	16.672866805	0	0	25.366779337	0	0	0	0	0	46.552623326	10.3940358705	0	0	0	28.2936355964	0	57.4865979285	18.6838472557	14.2559930803	0	80.6763156697	4.3125980802	39.7883666379	0	0	0	0	0	0	0	0	26.9288764426	8.2911630951	2.2452655313	6.6951307634	0	0	0	0	0	0	2.8282736572	4.9785133165	0	0	6.9881144074	94.2705331579	74.318274649
M00079	k__Bacteria	7.3201851044	6.0040428676	557.8042834888	0	19.3626126167	34.2087358924	20.4112092741	61.7351620619	0	0	5.756366938	13.7193268586	4.3078804219	4.9617405926	68.061547736	475.0579794173	901.7047442834	1121.0506319245	619.523224476	43.9225071406	624.5312660664	148.937547761	79.8179836769	3.632503917	0	110.4963957148	85.3622258084	26.653447615	22.8992192087	120.9972345971	497.050092426	613.0748817353	541.5098044309	1172.5364308143	1241.508954522	0	2.6269414055	18.8787934829	616.7922726549	564.6552708733	1583.9436630396	1428.7721635208	960.120095513	437.225843705	188.0780774426	42.2135574237	0	174.767643427	506.9263142248	226.9528837098	1636.2084166814	186.4071600339	318.8043911132	820.5468947398	0	305.7792330975	78.2476207228	229.2856102311	575.0252218876	15.9144001082	0	102.7260116209	167.6848772818	286.6593441044	115.9286545352	608.7490684315	345.1291141662	1109.2692156382	963.6835671344	786.6402782588	162.4943215496	1152.0039723679	359.3219305499	267.3242157243	355.1718702632	219.5698463913	0	103.8083277824	142.6968174905	0	788.5026773433	897.4709849781	404.915557792	157.9255882572	838.8911149974	1097.2389731863	567.5134269247	301.3043725906	0	0	0	0	0	0	0	0	343.6064892812	0	112.601627031	495.1598585569	384.1950749367	62.3185666633	565.6436355702	0	60.8188507095	7.0591703226	10.0962439736	0	592.7955464192	0	0	83.7565325463	97.4402560779	56.9665557865	141.4007323079	125.3246001612	300.8235995159	15.6015223442	25.8060580172	635.5595757083	246.0643960921	865.7468018824	12.8560455957	46.6878925868	9.7028122891	0	0	102.1532426347	0	333.5165042857	67.9713308594	84.6627290386	143.4181099233	0	120.4511899567	0	5.5479692752	1510.8220577164	0	2.7330920079	682.4628029937	8.2075592554	766.6540711649	1095.8511645513	127.9310024687	969.6741338974	9.349186022	10.3632808612	1380.6207084323	452.6698423719	1118.6543648033	788.8773154358	174.4233473827	498.5076890187	1454.1144282403	279.9220158179	33.2780971548	0	0	0	332.8247188124	0	0	0	0	438.6705187671	299.589128125	136.3956779939	223.4957249767	114.5896371436	205.5424355726	2.1850293478	0	0	0	676.5984879138	549.284482299	137.0421835291	160.2921125661	411.49036722	1169.4179731358	588.2747358624
M00080	k__Bacteria	13.8436817145	20.0664624703	6.1114934161	4.0865919818	21.2916844076	0	144.0693894093	0.7605087287	559.6254937591	179.9512064437	91.041968371	164.0804222145	41.7454037977	6.964774065	18.0173907234	0.9146720314	20.5114231041	63.4557809358	0	41.1337160495	11.3984231663	428.769406382	19.5437764196	4.7103627415	0	2.1402551517	0.5118915092	13.783718051	11.2395634206	5.0267797486	11.7991152345	3.8734881538	11.1699375306	0	0	0	125.1111879395	1.6451492742	76.8654665675	246.3227372622	27.8610866334	73.7627129133	56.9734811981	186.1325544583	19.3838618226	482.7971657869	13.2999604834	170.052273687	113.8189512466	119.9139034698	53.0737796299	381.4059419582	37.7661297155	43.746797675	0	30.9334641268	121.3000484334	12.8507219887	241.7867558824	122.4280406262	18.1515263101	121.0879429216	270.4686287612	38.2918706243	133.9463580993	13.2199627582	39.3002805323	163.2194152918	3.3384121606	11.6503059208	40.098533778	32.5916153822	47.3956230116	56.3305655128	17.8896416573	0.7311010747	188.9306026976	259.9948697904	2.5722630567	11.7233630661	10.064704726	7.8554894285	5.1118250922	0	12.3314987407	13.3824594407	225.656223042	1.2548404934	598.2695934176	803.7618056849	3.7214845748	229.4029128096	0	273.4907494537	316.2875324052	138.6221292445	10.8931693556	77.6800676772	21.66370447	286.7730139791	0.415947812	7.8400750179	0	14.5565591599	7.4260920275	511.2488239808	486.3424933573	0	0	31.6558737941	0	0	0	0	0	5.893152033	1.1404035159	0.5853415384	0	1.4815440852	1.6112454464	20.7520218524	172.3365790197	0	394.2780513843	512.9021200138	0	12.681195109	51.793266244	18.5961605774	1006.7279686243	228.2290268516	83.455544233	996.7332536921	52.7495507712	539.5762127973	22.4159543451	16.476598275	590.1185503624	231.6950888609	23.0207921668	307.2282201002	137.9165975829	41.0821624718	4.9554557466	110.9433615736	454.6618972142	607.3377666656	37.1646529192	177.6840256395	44.7931207517	59.279743566	1.2556612585	122.5303622484	22.0918913603	49.2068321912	3.6129725147	608.9341850193	161.8188802688	54.5326856667	6.2987865508	112.0110972317	13.1608299817	28.6260726406	32.815382932	0.4165006012	0	2.0019575912	19.0828236709	51.969625397	0	20.9194879516	16.9101401863	19.0723131532	0	48.1645517467	99.8295212138	118.1553143542	90.9335836319	84.1441352757	33.3749311247	46.9833420736
M00081	k__Bacteria	15.6981652602	127.1877376679	234.9398589559	34.2066548399	151.7310738772	12.0068893466	190.5880336768	18.1988548604	0	339.0207170847	589.3197539278	167.0266876951	28.917208353	0	4.8241948572	62.5775434322	77.2466227166	63.0321310674	7.6409248429	63.3068686878	21.3540857027	58.6184845883	40.1455864201	0	0	43.6061942907	21.638634918	8.4890388418	6.3282390107	49.2398702098	92.3596773669	141.3187602465	86.2525311515	410.811525502	442.3692426593	0	0	0	89.2263630619	297.6935899208	166.0407427861	274.7577282972	151.6579823738	103.7520025568	30.3028895017	433.0171738685	18.3452139486	19.6931146242	64.7663123387	30.1577473675	582.8638338599	222.1388231668	85.8482401785	264.6272978648	0	97.591754413	49.5283250581	6.0663755702	181.0056765418	22.1162106111	7.7365344634	32.2438098261	55.2758272929	34.0989211149	64.9680598705	0	80.4818137046	221.8190171005	15.1847378869	93.6169544089	41.8223637771	148.8980339913	101.9787502835	111.6576491223	28.3093786334	5.3482264419	36.2991695312	125.7481862628	8.9213764576	0	92.4527825898	165.2324587631	91.114289661	29.0106775862	92.8798134852	182.0630372456	298.5200614247	79.4710036488	0	0	0	0	0	0	0	0	135.4490927948	0	107.1517208333	490.6172418858	276.7790038434	59.4101745506	525.5796759146	0	25.5381513205	590.9379289827	591.4661712997	15.794509828	494.499144569	2.698964941	4.6408437184	38.850231735	78.9414692472	25.6333734585	52.8965179442	52.7012424539	39.7501329499	9.2344962191	104.2085330329	57.3074444712	27.6084220964	139.0692943172	245.5012636056	22.5312362075	563.341656679	526.1205266497	0	43.8945440996	28.5390849967	7.872739411	201.8791669631	330.8849221389	54.4340781229	230.6881149791	71.2803868479	615.9168903231	13.0102081623	316.307758902	810.4034834859	0	0	0	26.3125139219	370.2222808162	51.6750273806	64.0655645615	0	0	203.3902865732	474.5315682604	151.169435334	226.7338077582	67.4992902186	389.0651313897	270.2422620554	94.4654348831	19.0549350364	1014.5218022701	169.7457195633	44.9486612334	22.7748744104	82.3857308191	20.9255119593	47.6265972955	122.8198743736	68.8761779615	19.7320412883	0	38.4061165156	10.2246208181	44.1718718182	21.0957068145	15.7325881623	23.5297464316	0	45.302907909	71.0439454904	63.2204108282	20.6126068364	42.6876124006	230.2686454911	182.7068917004
M00082	k__Bacteria	288.4534687376	330.2629833151	275.6446291042	297.4679755792	255.2631237277	58.3749655273	405.5500345843	311.2084830817	5128.5668779494	1022.586372795	474.0201315358	1671.2156469992	402.7566399669	111.3665798008	364.5952773008	500.4617023237	102.6239116823	388.6635714886	319.3146417451	556.8939745926	264.6839570654	1127.1054920886	30.6707530223	3320.7182148876	1188.1550743519	633.7047382423	605.2468236723	32.0105834949	31.4118154782	31.8936652864	173.011228042	205.0190017953	345.3321731198	88.5965079859	66.7688963584	1647.9456279943	1231.6290440418	1203.4716705284	490.2217453881	716.6201660913	151.6530993905	756.0231902048	160.9979916147	421.1373639734	525.971500316	1799.9741874978	319.2674057629	652.0211383786	436.6782610722	422.3148388369	142.1528019948	775.0486518796	244.7661258835	189.083685464	927.7477374937	207.0800456949	230.8013760027	391.1271341139	394.0146450452	255.7063525154	114.5500672749	302.5891357832	660.9229440391	223.2566015267	303.8742522301	151.6637415332	431.2928923523	520.7021856017	181.4198579231	146.4017044197	82.7648696596	297.3034579929	356.1695894673	377.4390575031	201.2484871533	292.1384027607	921.1767803906	1147.2217677075	559.4398830323	5418.7413348418	295.7988145369	439.8800103045	495.0242588803	333.8256084439	222.4327984991	234.5589809084	829.9938763148	378.559742265	2211.4649750915	3573.0536883278	152.9375879429	1894.354057291	946.7319451577	1764.5553126971	1480.0256414189	229.7675374551	163.0402398261	1861.8269446667	177.9281830247	650.4086905746	88.2463507848	177.721195855	158.9662804877	150.4817094497	274.9535856906	1295.954204142	2038.3836009257	255.8723934856	58.5407491394	131.2884215007	29.7227198344	437.5700902022	343.929680718	677.3685511612	2521.1612152074	556.6868251991	1098.5606415505	443.5216067335	837.916669175	305.7283334487	487.0015519606	410.8477356813	1453.3347510038	23.7797753914	1702.5037590858	1434.420457588	589.4835112666	230.5091813384	426.8350525008	399.4732665719	1073.9538165869	623.4159742628	1250.2786873242	786.5509761502	1329.6751510815	950.5176993525	735.2511973214	559.3670635204	2460.9518742815	820.7577601047	267.3619870506	1242.0893812521	1282.3689309653	75.0579993521	683.1923504258	1035.3189169447	1475.3277654399	1537.6903595468	309.4896748075	651.0741691227	66.5375183931	171.8740396671	514.1347975054	513.9391340158	94.5978835671	157.3455038191	271.6138628689	3075.5027543814	504.5201375311	586.1185770085	108.7152588858	362.5164461648	97.5054429581	132.1026110563	150.6513569312	777.0168618035	519.7686168869	474.6924075494	453.6755330996	554.2285845348	362.1086465885	137.8100304133	48.14084596	117.9293954228	0	406.5977855555	220.5979591081	222.0756070404	321.9224486833	432.3777030695	219.5285222384	114.5503882685
M00082	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7843995742	0	0	0	0	0	0	0	2.157863342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0916233446	0	34.6567786174	0	12.5472455339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4609129132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6030464123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00083	k__Bacteria	280.7753638389	1243.8807952419	699.266142525	484.7039912601	690.1595996486	3643.0413187886	1180.427054958	1002.943722259	4809.1419663308	1486.7897334293	1117.3642172171	1931.1378831603	684.0144194044	295.4417403164	546.8825045983	879.8673246989	804.2094842149	967.4273304155	678.3209751259	1166.5191499783	510.7519892939	4886.650694145	144.3978546357	4180.1026344371	1590.9347181079	737.2376990075	825.0731208273	198.6139235812	239.3590298218	225.431064976	853.6946925663	956.5860458003	1318.270653839	775.4657086109	755.132921946	1714.3231446415	1494.4184611882	1131.513744237	920.7524188035	576.9643472791	1314.6745657037	966.6179243096	416.1976398403	1591.0728091663	5650.789244132	1626.9122395751	569.1554670884	796.5603994569	958.7582055517	1222.2156658344	1164.8673068081	1201.5389518099	520.8932626422	955.5266929944	2351.3108374375	959.2297850841	763.9488126439	833.1958556885	1231.9982671982	801.0217898014	727.8004261715	1270.4150473359	1513.6748134497	618.06541557	795.4902665333	334.3867578655	640.9252933448	751.3079476675	1071.031646557	850.2331444466	442.2934616582	815.9132952528	345.6027473202	416.805064681	419.6680920641	693.5283728974	950.8071915551	1572.2785811912	707.2810678072	9014.442278095	1207.986977832	1389.3720851779	1808.8627355097	1162.8913968493	1160.9584097346	1299.8278248547	754.0902359709	820.3357308071	2239.3106263816	3529.993713592	2242.9930978795	2359.5381865786	702.5011227728	2037.5169264479	1590.5173215296	1338.1690829174	817.7664517189	613.344624268	511.3907096041	922.2569857581	580.8054972936	663.3336227347	806.1092969831	545.1132423965	826.1737113269	1535.5493589782	2053.7819825332	296.4885803629	601.6671766259	622.0394885045	200.7831721856	1031.8691936717	1018.0793789218	886.3027695052	3403.9567363798	1036.7061472608	1470.5449661812	535.4489399672	1020.7053333348	428.7777119357	240.6474522122	1098.5018522279	2080.4535014117	174.8115210738	1663.501386013	2013.7737674198	1524.7822221797	560.2933082922	5874.9317277252	586.4293301256	1197.3856808314	933.0034429529	1600.9956253983	874.6433263399	1639.6927095735	940.6743963638	949.1804140597	1402.6025431638	2476.56074575	3060.6137579799	531.0783446664	2170.8081234603	1352.9931665919	1125.2112510289	1004.0531120132	1346.493198548	1999.5286959953	2681.6231555319	1045.7304807634	1158.1552592854	519.7605138979	856.3494261612	1880.2465697035	1278.9769376079	874.401902934	495.554570191	484.0895390912	3101.2122974573	565.2553630136	595.4524326513	564.1683121714	395.7997482868	356.6754755257	399.1998670183	610.6730724641	1122.3097902418	618.548288642	578.2360236476	663.6917990414	1160.4404177693	582.5476675473	847.7085848047	760.2707646362	161.1222026481	101.1834717923	1497.6571876046	1271.7389638566	1107.6498110113	3071.9052745003	668.9808776325	719.9219157468	1158.1947096325
M00083	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6959499245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5675273098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.460427569	0	10.7205609635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5002445055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00085	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0745219166	0	0	0	0	0	0	0	0	0	0	0	0	49.1570295265	0	21.9845705236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.06619521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00086	k__Bacteria	19.9710046728	59.5636087508	83.2359789379	16.6474445986	13.1173755524	22.2331084441	217.8870999997	107.7876764545	3217.5472687359	610.7859152118	221.7844430447	342.030323126	349.1161302183	94.6739301135	410.3836861571	539.1732754867	99.3418825692	266.8379871511	282.6898813457	96.9998773551	179.9415711308	3693.8763782906	198.9645380536	6.1575080031	0	0	0	301.7130728095	217.5203394064	326.4003001166	751.3369380403	812.0766178957	635.2912286425	576.2041282717	361.5619374783	880.0632123413	144.4284838837	102.0159883624	129.5526119531	132.8229784834	115.9812839836	566.0386995412	402.6623742656	1147.6973762922	579.91309025	1339.269992886	8.3848020084	1246.5561874208	3232.5666807773	4260.9071143698	611.054049375	2225.1833695506	132.8198030965	382.2988433699	852.9955895448	252.3871357157	662.1327254901	1199.2605670666	1610.3046281816	672.9106468438	204.9695738334	690.0098851706	1774.6925569969	944.500717152	904.4989409004	1048.5402170874	220.7850668254	480.5885394986	925.9371046524	491.7610048663	253.5770192137	693.2469159193	426.4758261942	398.8322356241	226.6372504901	216.3969573697	1044.8373684096	2302.4980073195	201.7706242749	11.7199487227	1625.2370158591	1519.68896638	774.6067297339	459.6876761835	1396.9643192369	1734.9867910415	388.1173809185	1327.9779698334	1459.9872698403	2443.0916098926	490.4989507963	848.6402246819	0	780.4441373509	938.5497264566	808.6208117877	729.5291404921	228.9247076019	306.9811886806	685.2465236956	479.0212977938	613.3307237986	1093.2862389814	63.3349334866	1221.0757287298	1198.893412282	1269.0202847195	360.8144803308	638.2800079529	63.2002735372	77.4527183117	2000.9680364137	2527.4385420297	653.7819720807	126.6300661361	1638.6760600311	330.9101460598	271.1643091244	313.2140373807	172.8958353391	105.3550611694	551.9306568747	776.0261993853	63.5176247831	802.0567002754	752.2493070386	541.891179606	653.6857446409	212.3713879597	2504.8041221372	519.394797979	487.7835010961	1188.307034975	565.3330964511	1424.301571895	347.6293155211	1107.2537746039	788.9884145662	1687.2452762401	509.2539261407	7099.5196452619	776.0793957404	6080.3342328098	363.9032364755	168.5767800353	6839.6428990301	983.9824615541	1058.9243401544	2083.3041693217	510.8328652135	3322.8960976753	596.9381556577	121.136474467	396.2385170016	961.1008544406	322.50927808	187.5333434631	2418.466414662	555.1891862429	870.0470902873	2606.8817539974	459.6094464565	898.3494358875	1225.1581580251	198.3634486116	1037.1708295101	299.2013453876	171.1477429185	633.0985678139	220.3519942068	225.2544773735	6003.6072142503	4356.4430574438	25.8126050853	72.5094245182	968.0384258283	861.5464589501	533.5668085619	1396.5575063752	1241.7506309308	2485.7619824195	785.4075840901
M00086	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2533461254	0	0	0	0	0	0	0	3.813476821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.643744921	0	267.1976139801	0	120.1683627053	0	0	0	0	3.2860473938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.8837842555	0	0	0	0	0	0	0	0	0	0	0	5.1419645063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00087	k__Bacteria	15.7398101383	0	0	0	0	0	0	0	1765.6977345486	348.3620474085	95.3153535747	386.8467651172	30.474294904	0.2049448857	9.3339333562	0	8.1725106978	85.5780073229	0	37.8526717592	26.0229817721	329.1298960697	0	0	0	0	0	0	0	0	1.823344898	0	11.189696853	0	0	418.8891935174	57.334387844	0	118.881299907	340.7831156206	60.819166174	51.976681391	0	2.0084182127	134.1853099065	149.6632187939	12.6590905784	87.5360384608	102.9894183708	128.3570800026	0	304.8957959612	0	0	12.4477589642	0	0	12.1165160874	0	0	0	0	0	26.6772214546	0	7.8005047155	0	178.9517463575	0	0	23.6729184387	0.1188539789	53.4445760955	68.64441062	0	0	72.5453519196	83.4331956886	41.3975871672	0	0	0	0	0	0.4344520474	1.2065131444	277.5360935341	0	683.942186286	1222.4302221484	0	393.6034589657	0	430.1087312692	431.4602084179	863.9807933355	14.0468600039	157.1578383212	30.7749701294	453.3258324906	0	0	0	13.6575735125	7.3565823452	823.7846989406	895.6659324699	0	0	27.2351545447	0	0	0	0	0	13.1938980968	0	0	0	0	0	10.495613762	318.9450168291	0	446.1987688965	415.3243533091	8.1846008791	0.0451594754	102.520522255	0	25.553177641	161.7084975438	148.5991807661	36.5472061324	98.4098235786	24.2246921662	35.5185455551	0	675.1709311751	272.0236971959	29.2692292044	355.5062673016	365.1945944641	0	6.51384216	121.5882141721	432.446947692	508.9079411487	22.9959180047	143.3700137696	0	0	3.297533515	125.7313444824	0	0.6346268074	7.1717332889	806.3291284675	105.9326406827	17.5856092345	1.027896656	30.6032222148	0	0	9.6236255981	0	0	30.6009950365	19.7537868522	33.2700541621	0	16.7812981336	4.4035176158	0	0	23.4157710893	26.0667481428	49.1240381679	125.1154756465	6.9488420233	0	5.7017418873
M00087	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5272149811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.3158964569	0	26.7988580531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2787599677	0	0	0	0	0	0	0	0.7013821534	0	0	0	0.6967805814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00088	k__Bacteria	16.9303570848	0	19.2029159254	13.8504481804	20.9091134499	0	28.2040893293	23.9497522062	0	0	0	670.6113721733	203.8089959821	130.2139364405	73.7688240234	0	0	0	0	0	0	0	34.9105333976	0	0	0	0	27.819094422	43.6692396937	41.2092084993	0	0	0	20.1949978935	0	0	0	0	11.9176994064	0	3.8590468644	112.2307585427	119.5025405444	351.1798044724	0	189.6245363096	0	0	0	0	0	0	2.0753760484	65.9461622073	0	89.2480370858	210.4951138521	0	468.361133572	251.731538695	36.2684348661	228.0258757401	524.4219725259	0	298.9078911143	18.8818481332	0	0	9.2051277206	10.3971798047	385.8820896921	0	262.6948066223	227.5892766751	0	0	1280.591041822	1298.0905098479	0	0	0	0	0	0	0	0	73.876564453	0	0	0	0	0	0	0	0	0	95.5209726274	19.9106385179	44.6221963334	0	68.1144845419	65.2025924588	61.7953765875	0	208.6672221026	0	0	0	53.8267301087	9.2137916026	14.0941796966	399.8414435076	529.5142623509	149.648165605	0	299.373745224	0	59.9726411381	97.2655110774	0	0	14.0088486702	0	20.0423677044	0	0	0	36.5807518601	0	0	0	40.2242376974	127.2791765665	0	0.9878963116	21.4143280253	0	89.0672411059	0	0	0	0	0	0	3.9920266677	0	0	0	0	36.6958904734	6.6950083361	0	5.4015724982	0	0	0	18.2371198701	0	0	0	17.1494371202	3.5745488425	38.6218908463	0	0	270.6751293361	35.4751618818	0	0	0	28.8182597816	0	15.0523152733	7.9026727434	0	40.8072986008	162.0766175049	50.8373721654	39.278666129	230.5040265859	156.375825878	130.2627810018
